Depth,Temperature,Salinity
-91,-1.2613359437444749,34.37074335384374
-92,-1.2169940253459073,34.37885530591549
-93,-1.171251101614656,34.38712490600865
-94,-1.124107172550722,34.39555215412321
-95,-1.0755622708165138,34.40413639561042
-96,-1.0256826288068441,34.41282832912119
-97,-0.9745175205915476,34.4215870731264
-98,-0.9220687211382064,34.43041220826683
-99,-0.8683362304468208,34.4393037345425
-100,-0.8133337960670427,34.44826041983032
-101,-0.7577414248148278,34.45722087134934
-102,-0.7021378616393281,34.466132865338324
-103,-0.6465280273741842,34.47499595646743
-104,-0.5909119220193958,34.4838101447367
-105,-0.5352948353067558,34.4925746518158
-106,-0.4801028298425272,34.50121588479172
-107,-0.42569053170929144,34.50967291031597
-108,-0.3720607498996279,34.51794525609943
-109,-0.3192134844135366,34.52603292214211
-110,-0.26715109026020656,34.53393528586309
-111,-0.21594472324687836,34.54162468634484
-112,-0.16565987119382922,34.54907716963118
-113,-0.11629615769810975,34.55629262250966
-114,-0.06785358275971988,34.56327104498027
-115,-0.020333724774383773,34.57001236217142
-116,0.02606553476204287,34.57650264530927
-117,0.0711826361381571,34.58273057976307
-118,0.11501598096320964,34.58869606652309
-119,0.1575655692372004,34.59439910558929
-120,0.1988287847753816,34.599839617530435
-121,0.2386388488356738,34.60503285303075
-122,0.27685425793305307,34.60999090659251
-123,0.3134743559481279,34.61471383992948
-124,0.3484991428808982,34.61920165304165
-125,0.38192603806939607,34.6234543866412
-126,0.4135764140491906,34.6274664782824
-127,0.4432975109650811,34.63123351768159
-128,0.47108926017288183,34.63475549296012
-129,0.4969516616725929,34.638032404117986
-130,0.5208904107651452,34.64106469077664
-131,0.5431567757266358,34.64387155656066
-132,0.5639665493509854,34.64646951423552
-133,0.5833214367181548,34.648858690937466
-134,0.601221437828144,34.65103908666648
-135,0.6176671092808915,34.653010939427766
-136,0.6328539842076101,34.65482103713571
-137,0.6469398500935586,34.656507486097915
-138,0.659926006204586,34.658070570959445
-139,0.6718124525406921,34.65951029172028
-140,0.6826030650613802,34.66082711364067
-141,0.6924529234732626,34.66203935357849
-142,0.7014981696271869,34.66316310898439
-143,0.7097391441626951,34.66419842090066
-144,0.7171758470797873,34.66514528932728
-145,0.7238102916668929,34.66600394962872
-146,0.7298764838913113,34.666801836146576
-147,0.7355657267043874,34.667561376490305
-148,0.7408799590288754,34.668282797464414
-149,0.7458191808647754,34.66896609906888
-150,0.7503856554146774,34.669611425283975
-151,0.7546697560962116,34.670224472594995
-152,0.7587504640743564,34.670810227736396
-153,0.76262810840779,34.67136870973126
-154,0.7663026890965127,34.671899918579605
-155,0.7697741466141302,34.672403836019726
-156,0.7730852082906652,34.67288754168108
-157,0.7762705460813955,34.67335676178636
-158,0.7793302060571831,34.67381150274287
-159,0.7822641882180283,34.67425176455062
-160,0.7850726619119522,34.674677562246785
-161,0.7877666664168085,34.67509008418666
-162,0.7903551658235966,34.67549026934028
-163,0.7928383426998105,34.67587814359816
-164,0.79521619704545,34.67625370696029
-165,0.7974894144286425,34.676616992285936
-166,0.7996848499733038,34.67696930496134
-167,0.8018261978790797,34.67731179563526
-168,0.8039134885135456,34.677644465735426
-169,0.8059467218767015,34.677967315261796
-170,0.807925900948466,34.67828034728765
-171,0.8098424127257329,34.678584182781975
-172,0.8116892180621099,34.67887933791256
-173,0.8134663169575974,34.67916581267941
-174,0.8151737094121952,34.67944360708252
-175,0.8168114808562595,34.67971273489188
-176,0.8183877302278879,34.67997450152643
-177,0.8199090861692319,34.680229975416985
-178,0.8213756278047931,34.68047916931711
-179,0.8227873551345715,34.68072208322683
-180,0.8241443565622347,34.68095872963007
-181,0.8254505730479814,34.68118966561713
-182,0.8267093653085948,34.68141536621903
-183,0.8279207676816085,34.68163583629079
-184,0.8290847801670224,34.6818510758324
-185,0.8302015142509933,34.68206109520866
-186,0.8312752621345434,34.6822657380235
-187,0.8323097732904801,34.682464926852575
-188,0.8333050676770895,34.68265865345983
-189,0.8342611452943716,34.682846917845254
-190,0.8351782003077918,34.68302975652273
-191,0.8360643889512608,34.68320870331578
-192,0.8369268963978422,34.68338510943472
-193,0.8377657226475355,34.683558974879595
-194,0.8385808677003409,34.68373029965035
-195,0.8393722991932067,34.68389908253039
-196,0.8401243421604354,34.684064858230265
-197,0.8408244261182094,34.68422725249757
-198,0.8414724304891809,34.684386261909374
-199,0.8420683552733496,34.68454188646566
-200,0.8426117783799014,34.68469404053383
-201,0.8431093817129884,34.68484189900438
-202,0.8435661242215403,34.68498468137915
-203,0.8439817913270254,34.685122344970445
-204,0.8443563830294442,34.68525489731302
-205,0.8446904293711495,34.68538240622151
-206,0.8449878269196228,34.685504888359034
-207,0.8452520493139486,34.68562234372561
-208,0.8454834910801153,34.68573477232122
-209,0.8456821522181233,34.68584217414588
-210,0.8458482323374767,34.68594454992765
-211,0.8459843203477561,34.68604197044473
-212,0.8460921133033997,34.6861344935814
-213,0.8461719473741831,34.686222120027686
-214,0.8462238225601061,34.68630484978358
-215,0.8462477421930443,34.686382700314
-216,0.8462439456514061,34.686456926383805
-217,0.846212630204638,34.68652856203267
-218,0.8461537984677773,34.68659762096801
-219,0.8460673732498557,34.68666410318982
-220,0.845950235640561,34.686728008698104
-221,0.8457982643465128,34.686789337492854
-222,0.8456020394134521,34.68684808957408
-223,0.8453644367748923,34.68690426494177
-224,0.8450887827081668,34.68695786359593
-225,0.8447685149363654,34.68700888695872
-226,0.844418257257887,34.68705781433044
-227,0.8440516161155587,34.68710503196875
-228,0.8436687120867287,34.687150543296596
-229,0.8432695451713966,34.687194348313966
-230,0.8428545457807481,34.68723653268024
-231,0.8424280375201423,34.68727795686866
-232,0.8419940878839561,34.68731943038192
-233,0.8415529114507206,34.68736099590769
-234,0.8411045082204361,34.68740264591122
-235,0.8406483481507493,34.687444312577895
-236,0.8401805346741787,34.687485979244556
-237,0.8396975941516399,34.687527645911224
-238,0.8391991320571444,34.68756931257789
-239,0.838685148390692,34.68761097924456
-240,0.8381554487793739,34.68765264591122
-241,0.8376079533872078,34.68769431257789
-242,0.8370413814935628,34.68773597924456
-243,0.8364554018916236,34.687777645911225
-244,0.8358500145813904,34.6878193125779
-245,0.8352252195628632,34.687860979244554
-246,0.8345810168360425,34.68790264591122
-247,0.8339174064009274,34.68794431257789
-248,0.8332343882575183,34.68798597924456
-249,0.8325320395967835,34.68802764591122
-250,0.8318134793290353,34.688069312577895
-251,0.8310828287476537,34.688110979244556
-252,0.8303495078068981,34.688152645911224
-253,0.8296106405732551,34.68819431257789
-254,0.8288629007693911,34.68823597924456
-255,0.8281129007693909,34.68827764591123
-256,0.8273629007693911,34.688319312577896
-257,0.826612900769391,34.68836097924456
-258,0.825862900769391,34.688402645911225
-259,0.8251129007693909,34.6884443125779
-260,0.8243629007693911,34.68848597924456
-261,0.8236129007693911,34.68852764591122
-262,0.822862900769391,34.68856931257789
-263,0.822112900769391,34.688610979244565
-264,0.821362900769391,34.688652645911226
-265,0.820612900769391,34.688694312577894
-266,0.8198629007693911,34.68873597924456
-267,0.819112900769391,34.68877764591122
-268,0.8183629007693911,34.6888193125779
-269,0.817612900769391,34.688860979244566
-270,0.816862900769391,34.68890264591122
-271,0.816112900769391,34.68894431257789
-272,0.815362900769391,34.688985979244556
-273,0.814612900769391,34.689027645911224
-274,0.813862900769391,34.689069312577885
-275,0.813112900769391,34.68911097924456
-276,0.8123629007693909,34.68915264591122
-277,0.811612900769391,34.68919431257789
-278,0.810862900769391,34.689235979244565
-279,0.810112900769391,34.689277645911226
-280,0.809362900769391,34.689319312577894
-281,0.8086129007693911,34.689360979244555
-282,0.8078629007693912,34.68940264591122
-283,0.8071129007693909,34.6894443125779
-284,0.8063629007693909,34.68948597924456
-285,0.805612900769391,34.68952764591122
-286,0.8048629007693912,34.68956931257789
-287,0.8041129007693909,34.689610979244556
-288,0.8033629007693911,34.689652645911224
-289,0.802612900769391,34.68969431257789
-290,0.801862900769391,34.68973597924455
-291,0.8011129007693911,34.68977764591122
-292,0.8003629007693911,34.68981931257789
-293,0.799612900769391,34.689860979244564
-294,0.7988629007693909,34.689902645911225
-295,0.7981129007693911,34.68994431257789
-296,0.7973629007693911,34.689985979244554
-297,0.7966129007693911,34.69002764591123
-298,0.7958629007693909,34.69006931257789
-299,0.795112900769391,34.690110979244565
-300,0.7943629007693911,34.69015264591122
-301,0.793612900769391,34.69019431257789
-302,0.792862900769391,34.69023597924456
-303,0.792112900769391,34.69027764591123
-304,0.791362900769391,34.690319312577884
-305,0.790612900769391,34.69036097924456
-306,0.789862900769391,34.69040264591122
-307,0.789112900769391,34.690444312577895
-308,0.7883629007693909,34.69048597924456
-309,0.787612900769391,34.690527645911224
-310,0.7868629007693911,34.690569312577885
-311,0.786112900769391,34.69061097924456
-312,0.7853629007693911,34.69065264591123
-313,0.7846129007693909,34.6906943125779
-314,0.7838629007693911,34.690735979244565
-315,0.783112900769391,34.690777645911226
-316,0.782362900769391,34.690819312577894
-317,0.7816129007693909,34.69086097924456
-318,0.780862900769391,34.69090264591123
-319,0.7801129007693909,34.69094431257789
-320,0.7793629007693911,34.690985979244566
-321,0.7786129007693909,34.69102764591123
-322,0.777862900769391,34.6910693125779
-323,0.777112900769391,34.69111097924456
-324,0.7763629007693911,34.69115264591123
-325,0.775612900769391,34.69119431257789
-326,0.7748629007693909,34.69123597924456
-327,0.774112900769391,34.69127764591123
-328,0.7733629007693911,34.691319312577896
-329,0.772612900769391,34.691360979244564
-330,0.771862900769391,34.691402645911225
-331,0.771112900769391,34.69144431257789
-332,0.7703629007693911,34.69148597924457
-333,0.7696129007693912,34.69152764591123
-334,0.768862900769391,34.69156931257789
-335,0.7681129007693909,34.69161097924455
-336,0.7673629007693907,34.69165264591121
-337,0.7666129007693906,34.69169431257787
-338,0.7658629007693905,34.691735979244534
-339,0.7651129007693903,34.691777645911195
-340,0.7643629007693902,34.691819312577856
-341,0.76361290076939,34.69186097924452
-342,0.7628629007693899,34.69190264591118
-343,0.7621129007693898,34.69194431257784
-344,0.7613629007693896,34.6919859792445
-345,0.7606129007693895,34.69202764591116
-346,0.7598629007693893,34.69206931257782
-347,0.7591129007693892,34.69211097924448
-348,0.7583629007693891,34.69215264591114
-349,0.7576129007693889,34.692194312577804
-350,0.7568629007693888,34.692235979244465
